datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-29 00:00,1028.6,1068.6,1065.0,946.0,1038.6,1082.4,10.4,45.8
2024-08-29 00:10,1029.1,1091.6,1070.3,924.6,1026.1,1070.6,7.5,46.2
2024-08-29 00:20,1026.4,1087.9,1080.1,920.6,1017.6,1075.6,6.3,46.4
2024-08-29 00:30,1025.3,1069.2,1072.6,918.1,997.0,1068.1,6.3,45.7
2024-08-29 00:40,1022.5,1058.2,1063.6,912.8,990.1,1066.3,5.9,44.8
2024-08-29 00:50,1022.2,1056.4,1041.4,912.4,984.3,1040.4,5.8,44.6
2024-08-29 01:00,1021.0,1032.1,1030.7,907.1,970.7,1044.4,5.7,44.5
2024-08-29 01:10,986.9,1027.0,1046.3,906.1,983.1,1044.5,5.6,44.3
2024-08-29 01:20,980.1,1025.8,1035.5,889.3,981.0,1043.7,5.4,43.2
2024-08-29 01:30,980.8,1010.3,1015.6,889.3,982.6,1041.7,5.2,43.0
2024-08-29 01:40,982.0,1009.6,984.1,874.4,985.6,1030.0,5.3,43.0
2024-08-29 01:50,981.0,1003.8,969.0,875.5,987.8,1021.3,5.1,42.3
2024-08-29 02:00,979.8,998.1,951.0,863.8,990.2,1022.2,5.1,41.9
2024-08-29 02:10,982.2,984.5,946.8,870.0,991.0,1028.5,5.1,42.1
2024-08-29 02:20,979.2,976.2,932.0,870.5,982.4,1010.4,5.3,41.7
2024-08-29 02:30,979.8,981.8,915.8,852.2,977.6,1002.9,5.4,41.7
2024-08-29 02:40,980.1,969.0,913.3,857.8,973.9,1004.5,5.3,41.4
2024-08-29 02:50,977.7,961.5,907.2,859.3,969.3,997.7,5.3,41.0
2024-08-29 03:00,970.2,954.4,896.8,860.1,964.0,981.1,5.3,40.8
2024-08-29 03:10,973.2,956.4,877.6,851.7,975.9,983.1,5.4,40.9
2024-08-29 03:20,970.2,951.5,874.8,856.8,977.3,978.5,5.2,40.7
2024-08-29 03:30,967.9,948.0,871.5,844.1,955.9,968.0,5.3,40.6
2024-08-29 03:40,958.8,954.8,875.4,838.9,966.3,971.7,5.3,40.4
2024-08-29 03:50,953.1,934.8,867.6,845.4,956.4,961.4,5.2,40.6
2024-08-29 04:00,959.5,942.7,863.6,839.2,942.4,948.3,5.1,40.5
2024-08-29 04:10,960.1,946.4,868.1,834.6,947.4,960.1,5.1,39.6
2024-08-29 04:20,948.1,951.0,863.4,834.2,946.9,937.9,5.2,40.5
2024-08-29 04:30,952.0,926.6,855.2,839.4,935.1,941.4,5.3,40.3
2024-08-29 04:40,960.5,929.1,859.9,837.5,929.2,948.5,5.2,39.8
2024-08-29 04:50,957.9,925.5,854.0,831.4,924.6,944.9,5.3,40.0
2024-08-29 05:00,958.2,929.8,852.5,826.2,924.6,945.2,5.3,39.4
