datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-15 00:00,962.9,1002.2,1002.1,895.5,1009.4,1040.9,7.6,43.5
2024-08-15 00:10,977.2,1012.2,1007.8,883.6,988.0,1042.8,7.9,42.3
2024-08-15 00:20,966.5,1004.6,1013.5,883.8,981.5,1038.8,7.8,42.1
2024-08-15 00:30,999.4,996.3,979.5,878.5,962.5,1032.6,7.6,41.7
2024-08-15 00:40,1004.6,991.9,956.0,871.2,974.0,1037.7,7.7,41.5
2024-08-15 00:50,997.7,974.6,945.5,872.9,978.6,1041.0,7.9,41.2
2024-08-15 01:00,987.5,970.8,921.3,856.2,967.2,1014.7,7.1,41.2
2024-08-15 01:10,962.7,957.5,919.9,847.3,969.5,1013.0,6.9,41.2
2024-08-15 01:20,964.4,956.0,908.6,848.2,983.7,1019.3,6.9,40.1
2024-08-15 01:30,953.0,939.1,902.7,855.1,978.3,1006.5,6.8,40.2
2024-08-15 01:40,964.6,938.7,893.8,842.0,976.7,1021.8,7.1,39.6
2024-08-15 01:50,952.7,938.9,883.2,852.1,979.1,991.7,6.9,39.3
2024-08-15 02:00,958.7,925.7,856.8,836.4,986.6,1008.3,7.3,39.0
2024-08-15 02:10,962.8,917.0,843.5,841.6,987.2,1003.2,7.2,39.0
2024-08-15 02:20,965.2,919.9,830.5,837.9,980.1,985.7,7.0,39.4
2024-08-15 02:30,957.2,906.2,824.5,830.8,978.6,991.4,7.1,39.0
2024-08-15 02:40,960.6,897.8,800.1,839.2,996.3,988.3,6.8,38.6
2024-08-15 02:50,964.5,905.9,796.7,814.5,978.7,987.3,7.2,39.4
2024-08-15 03:00,953.2,893.3,795.0,829.7,986.5,980.0,7.1,38.8
2024-08-15 03:10,959.4,905.3,769.9,814.7,987.1,965.1,7.1,38.5
2024-08-15 03:20,961.5,900.0,779.7,816.0,985.8,979.8,7.1,38.2
2024-08-15 03:30,959.3,887.0,754.8,811.3,992.9,977.3,7.3,38.6
2024-08-15 03:40,967.8,893.2,729.6,816.1,1009.0,966.1,7.0,38.0
2024-08-15 03:50,959.0,888.1,732.4,806.3,991.9,957.6,6.7,38.0
2024-08-15 04:00,959.3,882.9,728.0,812.5,994.1,954.5,6.9,38.5
2024-08-15 04:10,949.5,882.0,728.2,799.2,989.7,953.4,7.1,39.8
2024-08-15 04:20,957.1,889.8,727.9,812.0,994.6,945.3,7.2,39.7
2024-08-15 04:30,945.8,872.6,726.6,803.4,982.3,946.1,7.0,39.6
2024-08-15 04:40,951.5,888.6,728.0,803.2,984.5,940.1,7.0,39.1
2024-08-15 04:50,952.7,878.3,734.2,810.3,981.1,947.6,6.7,38.6
2024-08-15 05:00,940.5,871.7,726.3,808.5,978.7,933.2,6.8,38.9
2024-08-15 05:10,930.5,878.7,731.5,800.1,987.4,938.3,6.9,39.3
2024-08-15 05:20,940.7,881.0,724.5,802.9,980.2,928.7,7.0,39.7
2024-08-15 05:30,947.4,872.1,732.2,804.7,970.0,941.7,7.1,38.2
2024-08-15 05:40,948.0,868.1,733.6,799.6,966.1,948.8,6.9,38.1
2024-08-15 05:50,946.5,883.3,728.5,806.9,969.4,922.7,7.2,38.6
2024-08-15 06:00,942.8,876.9,736.6,805.4,976.1,941.9,7.1,38.5
2024-08-15 06:10,933.5,892.3,733.5,807.8,981.3,917.3,7.2,38.1
2024-08-15 06:20,918.6,904.3,752.8,804.8,1000.4,932.9,8.0,37.9
2024-08-15 06:30,923.9,907.0,750.1,809.5,1000.4,927.6,8.4,38.6
2024-08-15 06:40,940.2,928.0,759.8,817.2,1019.6,943.7,8.6,39.4
2024-08-15 06:50,922.6,931.4,771.2,807.6,1035.2,960.2,9.1,39.0
2024-08-15 07:00,927.2,942.9,774.9,823.5,1047.6,954.9,9.3,37.8
2024-08-15 07:10,957.4,964.5,790.4,831.1,1057.7,979.2,9.9,40.6
2024-08-15 07:20,976.0,987.1,794.6,856.5,1075.8,973.4,10.5,39.9
2024-08-15 07:30,968.2,998.2,801.0,861.3,1096.4,977.5,10.9,39.6
2024-08-15 07:40,978.5,1030.4,838.8,883.4,1146.7,1022.0,11.8,39.9
2024-08-15 07:50,982.8,1074.9,882.1,902.1,1155.8,1016.3,12.5,39.9
2024-08-15 08:00,999.1,1108.8,960.1,940.8,1185.6,1065.7,13.3,42.8
2024-08-15 08:10,1016.3,1155.0,1039.5,973.8,1237.3,1135.9,13.6,42.0
2024-08-15 08:20,1025.3,1177.0,1062.3,997.6,1248.9,1136.2,15.6,41.3
2024-08-15 08:30,1030.7,1211.1,1074.6,989.0,1252.8,1130.0,18.8,46.7
2024-08-15 08:40,1038.5,1226.4,1088.0,1018.7,1291.5,1144.8,18.8,46.8
2024-08-15 08:50,1047.1,1255.9,1105.9,1018.2,1311.2,1161.6,18.0,46.6
2024-08-15 09:00,1056.4,1264.6,1130.5,1039.1,1340.4,1197.5,19.0,45.0
2024-08-15 09:10,1058.4,1275.0,1145.2,1039.8,1352.2,1214.7,19.8,46.1
2024-08-15 09:20,1056.8,1277.1,1155.6,1047.4,1360.1,1223.6,20.2,44.5
2024-08-15 09:30,1067.7,1273.8,1162.3,1053.2,1345.8,1221.8,20.4,47.4
2024-08-15 09:40,1070.2,1279.6,1150.0,1056.7,1357.8,1215.4,20.5,46.8
2024-08-15 09:50,1068.4,1292.2,1187.2,1061.5,1378.4,1253.0,20.4,47.7
2024-08-15 10:00,1067.3,1307.5,1204.8,1064.0,1344.1,1215.9,23.2,52.0
2024-08-15 10:10,1071.9,1309.8,1268.1,1076.8,1298.7,1225.3,24.1,50.9
2024-08-15 10:20,1068.9,1307.6,1251.8,1067.9,1332.9,1251.8,24.2,50.5
2024-08-15 10:30,1072.4,1310.7,1257.4,1071.7,1345.8,1265.1,24.1,52.3
2024-08-15 10:40,1076.7,1338.7,1297.7,1082.0,1309.3,1231.6,23.9,55.3
2024-08-15 10:50,1088.6,1347.4,1304.7,1095.0,1302.2,1222.6,26.2,56.8
2024-08-15 11:00,1094.5,1357.2,1339.4,1096.3,1276.2,1227.8,25.8,54.6
2024-08-15 11:10,1100.9,1366.1,1329.0,1095.5,1277.5,1214.2,23.5,55.0
2024-08-15 11:20,1104.5,1361.7,1307.9,1091.1,1287.2,1214.3,22.6,55.1
2024-08-15 11:30,1108.0,1357.3,1265.4,1084.9,1300.3,1198.0,21.5,55.1
2024-08-15 11:40,1113.1,1358.7,1215.3,1071.8,1338.8,1202.6,21.1,55.2
2024-08-15 11:50,1105.1,1356.4,1194.5,1067.3,1346.7,1187.1,20.7,56.2
2024-08-15 12:00,1108.2,1333.2,1107.0,1021.0,1340.7,1165.6,18.7,54.9
2024-08-15 12:10,1070.3,1312.4,1047.8,982.7,1354.9,1142.2,19.0,54.7
2024-08-15 12:20,1057.2,1312.2,1016.0,964.6,1363.0,1123.7,19.3,55.0
2024-08-15 12:30,1065.9,1315.3,997.6,969.3,1388.9,1130.2,17.6,55.1
2024-08-15 12:40,1055.7,1306.1,955.6,959.2,1437.7,1146.0,16.3,53.9
2024-08-15 12:50,1057.8,1303.4,946.3,952.7,1440.9,1150.7,17.9,56.0
2024-08-15 13:00,1060.5,1303.2,994.9,982.9,1445.1,1178.6,17.3,53.2
2024-08-15 13:10,1104.8,1334.9,1079.6,1015.1,1460.1,1255.7,17.1,55.9
2024-08-15 13:20,1107.9,1320.3,1103.3,1027.4,1457.7,1283.1,14.8,52.9
2024-08-15 13:30,1107.9,1327.9,1145.5,1026.5,1408.7,1266.9,13.5,54.3
2024-08-15 13:40,1112.7,1326.9,1169.7,1026.1,1369.3,1258.0,12.7,53.5
2024-08-15 13:50,1109.8,1330.1,1197.1,1022.3,1339.2,1251.6,12.2,54.2
2024-08-15 14:00,1105.2,1323.3,1237.0,1039.5,1305.1,1242.6,11.1,52.9
2024-08-15 14:10,1102.6,1314.5,1237.8,1031.4,1291.5,1244.1,11.2,53.0
2024-08-15 14:20,1100.6,1302.9,1250.0,1043.5,1283.6,1247.1,10.8,51.5
2024-08-15 14:30,1104.1,1311.5,1257.8,1048.5,1254.6,1215.3,10.5,51.7
2024-08-15 14:40,1100.7,1285.2,1258.9,1054.4,1219.8,1198.5,10.6,51.9
2024-08-15 14:50,1104.6,1288.9,1261.6,1051.1,1210.0,1196.1,10.7,50.7
2024-08-15 15:00,1105.7,1287.1,1264.3,1060.1,1205.3,1187.3,10.8,51.7
2024-08-15 15:10,1108.9,1278.9,1265.5,1070.3,1194.7,1179.3,10.9,51.6
2024-08-15 15:20,1106.0,1271.1,1216.8,1062.7,1213.1,1162.7,10.7,50.1
2024-08-15 15:30,1104.8,1276.2,1242.3,1071.9,1208.2,1168.4,11.0,49.7
2024-08-15 15:40,1096.2,1267.7,1223.2,1050.2,1207.6,1169.8,11.4,50.5
2024-08-15 15:50,1084.5,1277.8,1189.4,1045.8,1243.7,1154.2,11.9,51.7
2024-08-15 16:00,1045.5,1271.5,1202.8,1044.1,1263.8,1157.9,11.5,50.0
2024-08-15 16:10,1034.4,1267.2,1192.8,1032.0,1275.8,1165.3,11.4,49.8
2024-08-15 16:20,1011.5,1258.9,1203.7,1024.0,1282.0,1176.9,10.3,47.8
2024-08-15 16:30,1005.6,1261.0,1220.2,1019.9,1264.6,1171.4,10.5,48.5
2024-08-15 16:40,1000.1,1264.9,1228.5,1011.9,1247.8,1162.0,10.3,47.8
2024-08-15 16:50,999.0,1254.6,1237.2,1023.2,1242.2,1162.9,10.3,48.2
2024-08-15 17:00,986.2,1251.8,1228.2,1003.4,1226.5,1148.4,10.1,47.4
2024-08-15 17:10,981.0,1249.8,1225.9,983.4,1177.7,1113.3,10.3,48.5
2024-08-15 17:20,968.3,1245.3,1205.0,975.4,1183.3,1097.8,10.1,48.2
2024-08-15 17:30,971.8,1232.5,1200.9,967.0,1175.6,1111.0,9.6,47.3
2024-08-15 17:40,982.2,1218.7,1191.4,970.3,1169.5,1117.6,9.8,46.5
2024-08-15 17:50,1015.2,1222.2,1175.2,971.8,1155.3,1113.8,9.9,47.7
2024-08-15 18:00,1020.9,1218.7,1169.4,966.7,1137.6,1106.8,9.8,45.4
2024-08-15 18:10,1027.6,1205.4,1160.0,973.4,1154.8,1128.6,9.2,44.2
2024-08-15 18:20,1037.2,1201.4,1152.6,969.6,1151.2,1129.9,9.2,49.2
2024-08-15 18:30,1051.5,1213.0,1144.5,964.7,1150.9,1129.2,9.1,49.1
2024-08-15 18:40,1045.0,1214.7,1142.0,960.9,1163.8,1134.6,9.2,49.9
2024-08-15 18:50,1042.3,1210.3,1152.4,969.8,1154.2,1128.7,9.1,49.2
2024-08-15 19:00,1049.6,1205.6,1144.3,970.2,1153.8,1132.7,9.1,48.3
2024-08-15 19:10,1051.3,1198.5,1140.5,968.5,1141.1,1125.4,9.0,49.4
2024-08-15 19:20,1055.1,1197.3,1146.4,967.7,1123.2,1119.9,9.2,49.0
2024-08-15 19:30,1050.2,1193.2,1142.7,965.5,1122.9,1117.3,9.1,48.9
2024-08-15 19:40,1044.7,1193.4,1133.0,962.2,1123.8,1105.8,9.2,49.3
2024-08-15 19:50,1047.0,1187.3,1130.4,964.3,1132.0,1117.2,9.0,49.6
2024-08-15 20:00,1052.6,1181.9,1105.6,959.8,1127.5,1104.0,9.0,48.9
2024-08-15 20:10,1055.0,1185.9,1102.8,951.8,1118.5,1098.5,9.2,49.3
2024-08-15 20:20,1050.7,1183.3,1098.6,949.9,1105.6,1082.0,9.4,49.2
2024-08-15 20:30,1047.1,1183.1,1101.4,945.1,1107.9,1087.6,8.9,49.4
2024-08-15 20:40,1038.6,1174.9,1095.3,941.0,1105.2,1083.6,8.9,48.5
2024-08-15 20:50,1031.6,1172.5,1097.4,941.2,1105.0,1081.4,8.8,47.7
2024-08-15 21:00,1020.5,1166.4,1090.8,934.2,1109.4,1081.1,9.1,48.1
2024-08-15 21:10,1006.2,1144.9,1090.3,932.1,1101.4,1081.9,9.2,48.3
2024-08-15 21:20,986.3,1139.7,1086.9,930.7,1105.9,1068.7,9.1,49.0
2024-08-15 21:30,982.0,1131.6,1089.0,928.5,1100.9,1071.4,9.3,49.6
2024-08-15 21:40,971.5,1121.2,1086.0,928.3,1103.2,1073.0,9.3,47.3
2024-08-15 21:50,956.0,1111.8,1083.7,927.5,1109.3,1070.8,9.1,48.0
2024-08-15 22:00,944.8,1093.4,1082.7,933.1,1107.8,1070.7,9.3,47.4
2024-08-15 22:10,955.1,1098.8,1075.2,935.3,1116.6,1075.7,9.2,46.2
2024-08-15 22:20,949.4,1095.9,1060.5,921.7,1118.1,1073.6,9.2,46.1
2024-08-15 22:30,952.7,1088.2,1060.1,934.2,1118.5,1072.8,8.9,45.0
2024-08-15 22:40,949.8,1075.1,1060.6,938.0,1116.8,1078.1,8.9,45.0
2024-08-15 22:50,937.7,1071.1,1066.1,945.4,1112.1,1063.4,9.1,44.9
2024-08-15 23:00,929.8,1050.2,1040.2,933.1,1101.0,1050.1,6.7,44.2
2024-08-15 23:10,924.3,1032.6,1026.7,917.2,1071.0,1035.0,6.4,43.5
2024-08-15 23:20,939.0,1031.0,1023.4,922.4,1057.9,1028.0,6.3,45.2
2024-08-15 23:30,922.9,1010.2,1019.5,921.0,1058.4,1031.0,6.1,44.7
2024-08-15 23:40,905.9,1011.3,1017.1,902.9,1050.3,1021.2,5.9,44.0
2024-08-15 23:50,889.2,996.2,1019.2,894.1,1038.5,1019.4,5.8,43.1
