datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-20 00:00,948.6,1052.6,994.1,802.4,877.0,933.9,10.4,41.3
2024-08-20 00:10,940.3,1049.0,998.7,802.8,880.5,938.3,10.1,39.4
2024-08-20 00:20,939.6,1053.0,994.2,798.1,880.1,933.7,10.3,39.3
2024-08-20 00:30,931.6,1027.2,990.7,809.0,879.7,936.5,10.1,39.4
2024-08-20 00:40,931.8,1027.9,972.1,799.1,872.5,920.5,10.9,39.7
2024-08-20 00:50,936.4,1031.5,953.6,775.7,866.0,919.6,10.6,39.8
2024-08-20 01:00,926.3,1006.3,945.8,779.1,859.2,917.6,10.4,38.7
2024-08-20 01:10,939.6,1000.6,917.1,769.2,882.4,942.2,10.4,37.5
2024-08-20 01:20,934.0,1008.4,903.5,761.0,871.7,911.8,10.4,38.5
2024-08-20 01:30,933.3,1003.5,900.9,758.9,866.4,910.8,10.2,37.8
2024-08-20 01:40,927.6,983.0,895.9,773.7,866.8,905.0,9.1,37.8
2024-08-20 01:50,924.7,986.5,878.8,756.6,863.2,895.1,9.2,37.7
2024-08-20 02:00,943.7,968.6,849.6,753.5,861.0,903.6,9.2,37.8
2024-08-20 02:10,944.5,969.6,845.5,747.3,852.1,896.4,9.3,38.1
2024-08-20 02:20,947.5,964.4,826.0,749.9,867.2,899.1,9.3,36.5
2024-08-20 02:30,945.1,946.7,822.3,755.2,857.9,895.4,9.1,37.1
2024-08-20 02:40,930.4,952.6,825.7,743.9,870.5,903.1,9.2,36.3
2024-08-20 02:50,923.6,948.8,822.4,744.6,863.1,888.3,9.0,36.4
2024-08-20 03:00,919.6,937.2,824.8,746.4,868.8,902.1,8.4,35.9
2024-08-20 03:10,913.0,943.8,820.4,741.6,856.2,875.9,8.6,36.8
2024-08-20 03:20,905.6,916.5,822.9,743.1,844.1,885.5,9.1,36.5
2024-08-20 03:30,905.5,916.0,821.7,745.9,842.5,880.9,9.1,36.0
2024-08-20 03:40,896.2,925.5,819.3,737.9,847.0,872.2,8.9,35.6
2024-08-20 03:50,894.1,928.4,817.0,729.4,847.7,874.1,8.6,35.5
2024-08-20 04:00,894.7,925.0,814.3,730.7,847.5,874.1,9.3,35.9
2024-08-20 04:10,896.6,932.9,805.8,722.7,835.8,853.7,9.1,38.0
2024-08-20 04:20,890.1,928.3,809.1,739.4,837.8,840.6,8.8,37.3
2024-08-20 04:30,894.5,925.3,806.7,734.6,845.5,858.4,8.6,36.9
2024-08-20 04:40,901.0,914.6,785.9,739.7,858.6,863.7,8.5,36.0
2024-08-20 04:50,914.2,918.4,757.0,733.1,860.8,852.1,8.5,36.8
2024-08-20 05:00,909.6,914.9,758.8,733.9,850.0,840.9,8.9,37.6
2024-08-20 05:10,924.6,918.1,764.1,738.3,857.0,860.8,9.0,37.5
2024-08-20 05:20,922.3,918.6,765.5,734.3,853.6,859.9,9.1,37.7
