time	real_cap	load	util_rate	fore_cap	fore_peak	fore_resv	fore_rate	fore_indi	fore_hour	yday_cap	yday_peak	yday_resv	yday_rate	yday_indi	real_peak
00:00	4386.2	3077.7	70	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:00
00:10	4389.2	3091.3	70	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:10
00:20	4389.1	3054.1	69	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:20
00:30	4387.6	3056.3	69	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:30
00:40	4387.9	3000.5	68	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:40
00:50	4384.3	3005.1	68	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 00:50
01:00	4384.7	2989.4	68	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:00
01:10	4383.9	2976.6	67	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:10
01:20	4384.8	2959.6	67	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:20
01:30	4386.4	2930.0	66	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:30
01:40	4388.0	2924.3	66	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:40
01:50	4386.1	2914.9	66	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 01:50
02:00	4387.1	2875.1	65	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 02:00
02:10	4387.1	2877.0	65	4360.0	3910.0	450.0	11.51	G	13:00-16:00	4583.7	3869.5	714.2	18.46	G	2024.08.14 02:10
