time	real_cap	load	util_rate	fore_cap	fore_peak	fore_resv	fore_rate	fore_indi	fore_hour	yday_cap	yday_peak	yday_resv	yday_rate	yday_indi	real_peak
00:00	4767.8	3048.4	63	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:00
00:10	4768.6	3071.3	64	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:10
00:20	4767.1	3052.4	64	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:20
00:30	4765.0	3014.5	63	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:30
00:40	4762.5	3013.2	63	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:40
00:50	4763.3	2982.8	62	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 00:50
01:00	4765.7	2955.7	62	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:00
01:10	4767.8	2933.8	61	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:10
01:20	4768.6	2930.7	61	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:20
01:30	4769.9	2914.2	61	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:30
01:40	4771.1	2924.0	61	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:40
01:50	4771.6	2884.8	60	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 01:50
02:00	4776.3	2882.0	60	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:00
02:10	4781.2	2860.4	59	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:10
02:20	4784.3	2850.0	59	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:20
02:30	4783.8	2830.4	59	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:30
02:40	4785.6	2819.0	58	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:40
02:50	4790.4	2806.9	58	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 02:50
03:00	4792.8	2789.0	58	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 03:00
03:10	4794.0	2780.9	58	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 03:10
03:20	4793.8	2777.9	57	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 03:20
03:30	4791.2	2758.3	57	4719.0	4050.0	669.0	16.52	G	13:00-16:00	4591.7	3927.7	664.0	16.91	G	2024.07.11 03:30
