time	real_cap	load	util_rate	fore_cap	fore_peak	fore_resv	fore_rate	fore_indi	fore_hour	yday_cap	yday_peak	yday_resv	yday_rate	yday_indi	real_peak
00:00	4496.1	3100.7	68	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:00
00:10	4497.3	3080.6	68	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:10
00:20	4498.6	3073.4	68	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:20
00:30	4499.1	3030.1	67	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:30
00:40	4498.8	3016.2	67	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:40
00:50	4496.7	3000.4	66	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 00:50
01:00	4494.9	2969.0	66	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 01:00
01:10	4493.2	2958.3	65	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 01:10
01:20	4492.0	2940.8	65	4489.0	3970.0	519.0	13.07	G	13:00-16:00	4666.5	4009.9	656.6	16.37	G	2024.08.30 01:20
01:30	3898.9	2921.8	74	4489.3	3970.0	519.3	13.08	G	13:00-16:00	4645.2	4006.6	638.6	15.94	G	2024.08.30 01:27
01:40	3898.5	2902.2	74	4489.3	3970.0	519.3	13.08	G	13:00-16:00	4645.2	4006.6	638.6	15.94	G	2024.08.30 01:27
01:50	3898.1	2896.6	74	4489.3	3970.0	519.3	13.08	G	13:00-16:00	4645.2	4006.6	638.6	15.94	G	2024.08.30 01:27
02:00	3896.8	2873.3	73	4489.3	3970.0	519.3	13.08	G	13:00-16:00	4645.2	4006.6	638.6	15.94	G	2024.08.30 01:27
02:10	3896.8	2863.4	73	4489.3	3970.0	519.3	13.08	G	13:00-16:00	4645.2	4006.6	638.6	15.94	G	2024.08.30 01:27
