time	real_cap	load	util_rate	fore_cap	fore_peak	fore_resv	fore_rate	fore_indi	fore_hour	yday_cap	yday_peak	yday_resv	yday_rate	yday_indi	real_peak
00:00	4501.7	3148.4	69	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:00
00:10	4505.9	3127.1	69	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:10
00:20	4507.0	3135.8	69	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:20
00:30	4509.7	3101.2	68	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:30
00:40	4505.1	3074.6	68	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:40
00:50	4501.5	3055.8	67	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 00:50
01:00	4500.5	3038.9	67	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:00
01:10	4498.3	3009.7	66	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:10
01:20	4495.2	3004.0	66	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:20
01:30	4489.6	2963.9	66	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:30
01:40	4490.8	2962.2	65	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:40
01:50	4509.7	2946.9	65	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 01:50
02:00	4528.6	2934.9	64	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:00
02:10	4542.3	2911.0	64	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:10
02:20	4544.7	2889.7	63	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:20
02:30	4546.9	2888.1	63	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:30
02:40	4547.5	2879.0	63	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:40
02:50	4548.8	2865.6	62	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 02:50
03:00	4545.8	2834.8	62	4367.0	3850.0	517.0	13.43	G	13:00-16:00	4693.2	4119.1	574.1	13.94	G	2024.07.24 03:00
