datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-12 23:50,1021.2,1084.8,1101.1,954.4,999.0,1046.3,11.6,47.4
2024-08-13 00:10,1017.8,1065.4,1071.8,913.4,967.1,1044.7,11.8,45.2
2024-08-13 00:20,1023.5,1058.3,1065.3,915.6,971.6,1050.9,9.6,45.3
2024-08-13 00:30,1028.1,1046.9,1030.1,904.0,973.5,1045.3,9.4,44.9
2024-08-13 00:40,1024.7,1042.9,1000.7,888.5,976.7,1036.0,9.7,44.2
2024-08-13 00:40,1024.7,1042.9,1000.7,888.5,976.7,1036.0,9.7,44.2
2024-08-13 01:00,1026.9,1041.4,986.4,881.0,965.5,1022.0,9.2,43.6
2024-08-13 01:10,997.5,1021.6,983.7,871.0,963.8,1018.4,9.1,43.2
2024-08-13 01:20,986.1,1016.0,979.2,862.0,966.4,1019.8,8.9,42.7
2024-08-13 01:30,981.1,1012.1,965.5,867.4,964.0,997.4,8.9,42.6
2024-08-13 01:40,990.5,1013.6,961.8,851.9,958.0,1011.5,8.9,42.3
2024-08-13 01:50,990.6,996.0,937.6,855.6,956.6,1000.3,9.1,42.2
2024-08-13 02:00,991.7,998.2,920.6,851.1,957.7,988.2,9.0,41.5
2024-08-13 02:10,991.0,983.9,915.9,849.5,959.1,999.9,8.6,41.4
2024-08-13 02:10,991.0,983.9,915.9,849.5,959.1,999.9,8.6,41.4
2024-08-13 02:30,978.4,975.8,897.9,839.1,950.4,979.9,8.7,40.5
2024-08-13 02:40,975.2,965.6,904.8,842.7,947.0,987.1,8.9,40.6
2024-08-13 02:50,982.1,970.4,876.7,825.7,948.0,978.9,8.8,40.6
2024-08-13 03:00,987.4,970.2,867.0,823.1,946.0,975.1,9.1,41.1
2024-08-13 03:10,981.0,968.2,858.9,833.7,944.2,951.1,9.0,40.0
2024-08-13 03:20,984.2,951.7,859.8,824.2,943.5,980.4,9.0,40.2
2024-08-13 03:30,965.3,946.1,855.1,819.3,922.4,946.6,8.9,39.7
2024-08-13 03:40,967.5,959.2,857.1,810.2,928.7,952.8,8.8,39.9
2024-08-13 03:50,978.5,948.6,849.8,819.4,929.2,958.9,8.6,39.1
2024-08-13 04:00,976.4,941.8,837.9,822.5,935.6,955.1,8.6,39.2
2024-08-13 04:10,982.5,951.4,804.6,811.8,943.5,937.1,8.5,38.8
2024-08-13 04:20,969.4,938.6,794.2,806.5,949.2,938.0,8.5,38.3
2024-08-13 04:30,977.3,940.9,791.6,803.4,950.5,944.9,8.8,39.0
2024-08-13 04:40,983.9,939.9,792.3,807.4,959.0,957.6,8.6,38.8
2024-08-13 04:50,971.5,933.3,786.0,798.7,941.0,936.5,8.6,38.7
2024-08-13 05:00,985.9,931.6,767.8,802.8,947.5,936.3,8.5,39.0
2024-08-13 05:10,992.7,935.5,772.5,803.6,953.2,948.8,8.5,39.0
2024-08-13 05:20,989.3,930.1,766.2,796.3,946.0,944.4,8.5,39.1
2024-08-13 05:30,977.3,921.9,763.5,803.0,933.9,919.5,8.3,38.7
2024-08-13 05:30,977.3,921.9,763.5,803.0,933.9,919.5,8.3,38.7
2024-08-13 05:40,978.2,923.4,766.5,804.8,941.9,928.8,8.3,37.9
2024-08-13 06:00,965.3,944.0,761.5,789.6,954.2,917.6,8.3,38.0
2024-08-13 06:10,984.5,946.2,744.5,799.2,977.6,931.9,8.4,37.6
2024-08-13 06:20,972.6,945.4,757.8,804.5,987.3,939.3,9.0,37.4
2024-08-13 06:20,972.6,945.4,757.8,804.5,987.3,939.3,9.0,37.4
2024-08-13 06:30,979.3,959.9,757.8,803.7,990.5,936.9,9.3,36.5
2024-08-13 06:50,983.5,981.1,778.5,824.5,1021.2,950.5,11.1,38.2
2024-08-13 06:50,983.5,981.1,778.5,824.5,1021.2,950.5,11.1,38.2
2024-08-13 07:10,973.6,999.9,810.2,834.5,1049.0,968.6,9.8,39.7
2024-08-13 07:20,982.1,1020.6,824.9,841.3,1066.2,982.6,11.8,40.7
2024-08-13 07:30,989.4,1047.3,833.6,855.5,1085.8,976.8,11.4,40.5
2024-08-13 07:40,1003.5,1079.6,854.7,886.6,1122.7,985.6,11.9,41.0
2024-08-13 07:50,998.4,1111.8,896.5,889.9,1175.3,1041.5,12.6,39.6
2024-08-13 08:00,1017.2,1148.7,969.2,934.8,1211.1,1083.4,12.8,43.5
2024-08-13 08:10,1044.9,1216.0,1035.7,976.4,1247.6,1106.6,14.7,44.1
2024-08-13 08:20,1044.5,1241.0,1058.8,990.4,1291.2,1132.9,14.6,44.7
2024-08-13 08:30,1052.4,1276.4,1087.0,990.1,1313.8,1156.0,15.0,45.6
2024-08-13 08:40,1058.2,1280.7,1105.7,1009.5,1331.5,1174.1,15.8,46.9
2024-08-13 08:50,1073.0,1295.3,1119.0,1046.3,1362.5,1180.1,17.3,50.0
2024-08-13 09:00,1091.3,1313.1,1126.3,1045.5,1368.3,1194.6,16.3,48.9
2024-08-13 09:10,1084.2,1324.3,1163.0,1057.4,1363.5,1198.1,16.1,47.0
2024-08-13 09:20,1081.5,1333.7,1171.4,1053.0,1376.4,1210.5,17.6,49.8
2024-08-13 09:30,1090.0,1362.4,1177.2,1054.4,1391.3,1208.9,17.6,50.5
2024-08-13 09:40,1093.7,1352.3,1196.2,1073.0,1399.8,1232.1,19.4,51.6
2024-08-13 09:50,1098.3,1365.9,1199.9,1075.6,1413.6,1238.4,19.8,51.7
2024-08-13 10:00,1106.8,1383.7,1202.3,1072.9,1429.0,1251.4,19.6,49.7
2024-08-13 10:10,1099.6,1393.0,1202.3,1079.2,1431.1,1229.4,19.8,51.1
2024-08-13 10:20,1107.3,1409.1,1212.9,1088.6,1445.3,1237.2,19.9,50.4
2024-08-13 10:30,1114.0,1416.2,1229.3,1103.2,1461.0,1255.3,21.3,51.0
2024-08-13 10:40,1111.5,1424.3,1231.4,1099.6,1467.6,1255.5,20.6,51.7
2024-08-13 10:50,1113.4,1434.4,1237.7,1089.7,1448.7,1245.6,20.2,50.2
2024-08-13 10:50,1113.4,1434.4,1237.7,1089.7,1448.7,1245.6,20.2,50.2
2024-08-13 11:10,1125.3,1452.3,1283.1,1117.0,1502.8,1308.9,21.0,54.0
2024-08-13 11:20,1119.3,1460.1,1287.2,1113.4,1497.0,1297.3,18.6,51.2
2024-08-13 11:30,1125.3,1466.5,1303.9,1118.9,1487.0,1299.2,20.8,52.4
2024-08-13 11:40,1126.1,1474.7,1277.0,1095.9,1489.4,1288.9,20.5,53.6
2024-08-13 11:50,1125.7,1478.8,1295.2,1108.8,1501.1,1302.2,20.8,53.0
2024-08-13 12:00,1123.2,1479.4,1269.1,1095.2,1477.9,1264.1,20.4,51.8
2024-08-13 12:10,1113.1,1478.4,1208.1,1073.4,1471.9,1207.3,21.4,55.6
2024-08-13 12:20,1121.9,1462.8,1192.2,1068.2,1471.5,1221.4,20.0,53.0
2024-08-13 12:30,1117.0,1474.2,1186.5,1055.2,1489.8,1231.0,17.7,50.7
2024-08-13 12:40,1119.1,1472.8,1171.0,1049.1,1484.6,1217.7,16.3,51.5
2024-08-13 12:50,1118.1,1476.5,1174.8,1055.5,1486.3,1211.7,14.1,49.5
2024-08-13 13:00,1116.9,1490.9,1182.8,1059.6,1513.2,1221.0,14.5,56.0
2024-08-13 13:10,1124.6,1501.0,1215.1,1097.2,1572.1,1270.0,13.6,57.2
2024-08-13 13:20,1120.3,1478.2,1235.2,1103.2,1568.5,1300.2,17.3,59.8
2024-08-13 13:30,1117.7,1498.3,1257.8,1101.9,1553.5,1285.3,12.6,56.1
2024-08-13 13:40,1125.2,1489.1,1253.2,1112.3,1568.5,1302.9,11.9,54.6
2024-08-13 13:50,1115.5,1491.2,1258.6,1100.2,1540.7,1281.2,14.0,56.2
2024-08-13 14:00,1118.1,1456.0,1276.6,1105.8,1570.6,1363.1,13.0,53.5
2024-08-13 14:10,1116.2,1454.6,1268.5,1101.7,1560.2,1350.1,13.3,51.8
2024-08-13 14:20,1115.0,1452.2,1310.0,1098.4,1492.7,1325.8,13.4,54.8
2024-08-13 14:30,1120.0,1433.9,1322.2,1097.1,1447.0,1316.9,14.7,56.0
2024-08-13 14:40,1126.2,1434.8,1334.7,1105.2,1421.2,1301.3,12.2,52.9
2024-08-13 14:50,1127.9,1442.4,1327.4,1109.4,1395.9,1258.4,13.3,54.3
2024-08-13 15:00,1109.6,1422.5,1329.0,1122.2,1408.8,1262.5,12.9,53.1
2024-08-13 15:10,1109.1,1416.6,1317.5,1118.2,1421.8,1272.9,13.5,54.2
2024-08-13 15:20,1102.4,1410.9,1292.3,1103.5,1389.7,1228.8,13.6,54.9
2024-08-13 15:30,1094.1,1409.5,1289.1,1087.9,1384.8,1229.1,13.3,54.9
2024-08-13 15:40,1083.2,1400.5,1285.2,1085.9,1393.2,1235.1,13.0,53.1
2024-08-13 15:50,1076.9,1381.5,1285.0,1086.0,1389.2,1241.2,11.7,54.1
2024-08-13 16:00,1083.0,1386.6,1289.3,1081.0,1366.2,1231.1,11.6,51.5
2024-08-13 16:10,1082.8,1361.2,1297.9,1085.3,1333.1,1227.8,11.0,50.5
2024-08-13 16:20,1085.6,1363.5,1305.9,1086.0,1332.9,1234.0,11.2,52.0
2024-08-13 16:30,1086.9,1353.7,1303.4,1084.5,1322.2,1234.6,11.3,51.0
2024-08-13 16:40,1088.4,1345.9,1290.2,1071.7,1312.1,1233.5,10.9,50.5
2024-08-13 16:50,1103.8,1343.1,1284.4,1066.3,1273.2,1216.7,14.9,50.2
2024-08-13 17:00,1110.2,1336.7,1261.4,1047.2,1255.1,1208.6,14.8,49.2
