datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-07 00:00,974.6,1104.2,1031.0,899.3,1078.2,1038.5,5.1,46.8
2024-08-07 00:10,981.9,1095.4,1017.4,907.8,1079.4,1034.5,4.8,45.7
2024-08-07 00:20,980.4,1087.9,1021.5,900.6,1076.1,1048.7,4.6,45.3
2024-08-07 00:20,980.4,1087.9,1021.5,900.6,1076.1,1048.7,4.6,45.3
2024-08-07 00:30,978.7,1081.3,1010.9,896.4,1043.8,1015.7,4.7,44.8
2024-08-07 00:40,979.2,1074.9,1005.9,884.1,1046.8,1034.2,5.9,44.5
2024-08-07 01:00,972.0,1055.5,990.1,881.2,1017.4,1004.5,6.0,44.3
2024-08-07 01:10,937.9,1045.5,989.0,875.5,1024.0,993.0,6.1,43.0
2024-08-07 01:20,929.9,1044.2,981.3,867.6,1029.0,991.3,6.1,43.3
2024-08-07 01:30,921.6,1034.8,978.2,861.3,1023.9,990.5,6.2,43.3
2024-08-07 01:40,933.2,1022.6,959.7,876.8,1028.0,985.8,6.3,42.1
2024-08-07 01:50,926.7,1019.3,945.9,878.6,1029.5,968.2,6.3,42.3
2024-08-07 02:00,919.7,1007.5,940.1,864.3,1020.6,972.4,6.4,42.6
2024-08-07 02:10,927.7,1013.7,914.1,859.0,1020.8,953.9,6.4,42.4
2024-08-07 02:20,930.4,1004.9,913.6,863.4,1018.1,958.6,6.3,41.5
2024-08-07 02:30,928.8,1002.4,913.6,843.3,988.0,949.3,6.3,41.7
2024-08-07 02:40,927.8,993.1,910.0,860.8,1000.0,949.2,6.1,40.7
2024-08-07 02:50,918.6,988.6,903.9,855.4,992.4,935.2,6.1,41.8
2024-08-07 02:50,918.6,988.6,903.9,855.4,992.4,935.2,6.1,41.8
2024-08-07 03:10,926.1,986.9,881.7,850.3,1003.8,939.8,5.8,40.4
2024-08-07 03:20,928.3,973.1,882.2,841.3,976.0,937.8,6.0,40.2
2024-08-07 03:30,921.2,979.7,874.1,837.1,984.9,929.7,6.1,39.8
2024-08-07 03:40,910.6,969.8,871.4,836.8,984.4,925.9,6.1,40.0
2024-08-07 03:50,911.0,952.8,868.5,834.3,975.6,934.8,6.2,39.4
2024-08-07 04:00,912.9,956.5,860.3,824.8,971.5,929.9,6.2,39.7
2024-08-07 04:10,910.9,955.4,850.6,827.9,981.9,926.7,6.2,39.6
2024-08-07 04:20,915.6,948.8,848.1,827.6,971.2,925.3,6.2,39.3
2024-08-07 04:30,911.9,947.3,837.4,815.0,968.6,922.8,6.4,39.1
2024-08-07 04:40,914.1,941.9,829.3,812.9,971.0,926.2,6.4,39.8
2024-08-07 04:50,914.4,940.2,822.4,818.0,974.0,920.0,6.3,38.9
2024-08-07 05:00,908.0,941.6,822.7,814.2,986.6,928.6,6.3,39.2
2024-08-07 05:10,897.7,936.8,822.5,812.2,979.7,918.1,6.1,39.0
2024-08-07 05:20,909.7,949.5,815.4,803.3,973.6,913.2,6.2,38.9
2024-08-07 05:30,914.5,935.9,820.2,817.3,967.2,915.8,6.1,39.1
2024-08-07 05:40,911.3,939.4,793.2,805.4,980.3,908.1,6.5,38.4
2024-08-07 05:50,916.9,936.1,792.6,810.0,977.5,909.8,6.4,37.5
2024-08-07 06:00,916.7,943.5,796.9,814.0,986.9,911.0,6.6,38.5
2024-08-07 06:10,916.1,950.9,806.0,821.6,986.6,904.9,7.1,38.3
2024-08-07 06:20,905.4,957.8,812.5,811.1,994.3,912.2,7.5,38.6
2024-08-07 06:30,909.7,964.5,829.9,829.8,992.9,907.6,8.3,38.9
2024-08-07 06:40,893.7,971.6,829.0,819.0,1004.6,905.8,8.4,39.2
2024-08-07 06:50,891.1,980.9,837.1,826.2,1029.1,920.7,9.2,38.8
2024-08-07 06:50,891.1,980.9,837.1,826.2,1029.1,920.7,9.2,38.8
2024-08-07 07:00,896.5,993.7,839.4,826.3,1043.5,929.7,9.3,38.9
2024-08-07 07:20,907.0,1026.2,865.7,840.7,1098.4,975.1,10.8,40.0
2024-08-07 07:20,907.0,1026.2,865.7,840.7,1098.4,975.1,10.8,40.0
2024-08-07 07:40,925.3,1079.4,882.5,869.3,1162.5,994.1,13.0,40.5
2024-08-07 07:50,936.5,1114.2,901.9,880.1,1197.1,1013.9,13.3,40.6
2024-08-07 08:00,960.6,1151.7,946.4,926.0,1248.8,1048.7,14.0,43.3
2024-08-07 08:00,960.6,1151.7,946.4,926.0,1248.8,1048.7,14.0,43.3
2024-08-07 08:10,973.4,1222.0,1036.5,972.8,1294.5,1080.2,15.1,44.5
2024-08-07 08:20,974.3,1239.8,1052.8,979.7,1329.6,1107.9,15.0,44.3
2024-08-07 08:30,978.3,1279.1,1064.9,983.5,1375.0,1126.8,16.5,45.3
2024-08-07 08:40,990.8,1292.5,1079.5,1000.6,1390.9,1138.7,15.8,45.2
2024-08-07 09:00,999.2,1325.7,1143.7,1040.9,1408.8,1153.8,17.3,48.5
2024-08-07 09:10,1004.4,1334.7,1151.5,1036.3,1409.7,1164.4,17.8,47.9
2024-08-07 09:20,1017.3,1339.7,1156.9,1047.8,1431.5,1188.0,19.2,49.4
2024-08-07 09:30,1007.6,1343.5,1167.9,1051.2,1447.0,1198.1,19.8,49.4
2024-08-07 09:40,995.7,1358.8,1192.7,1065.4,1451.0,1185.7,20.2,49.8
2024-08-07 09:40,995.7,1358.8,1192.7,1065.4,1451.0,1185.7,20.2,49.8
2024-08-07 10:00,1026.3,1382.8,1189.4,1069.1,1481.9,1216.1,20.8,50.5
2024-08-07 10:00,1026.3,1382.8,1189.4,1069.1,1481.9,1216.1,20.8,50.5
2024-08-07 10:10,1034.8,1396.0,1175.2,1068.1,1486.7,1203.6,21.9,50.9
2024-08-07 10:30,1035.3,1404.3,1167.9,1061.6,1523.3,1231.6,23.0,52.0
2024-08-07 10:40,1056.1,1420.7,1195.1,1090.2,1548.4,1259.5,22.9,52.1
2024-08-07 10:50,1065.6,1438.2,1185.0,1096.2,1552.8,1240.7,22.3,50.6
2024-08-07 11:00,1065.5,1439.3,1194.5,1080.9,1543.6,1253.6,22.8,52.6
2024-08-07 11:10,1067.7,1453.8,1205.0,1083.4,1558.9,1264.8,23.0,52.6
2024-08-07 11:20,1072.2,1453.3,1211.8,1079.4,1563.7,1284.6,23.9,54.2
2024-08-07 11:30,1075.8,1464.4,1224.2,1078.7,1562.3,1288.1,23.9,54.9
2024-08-07 11:40,1082.3,1455.9,1214.0,1087.7,1555.0,1275.6,23.2,55.3
2024-08-07 11:50,1085.1,1460.0,1203.3,1087.1,1568.5,1278.5,21.9,53.3
2024-08-07 12:00,1089.6,1450.8,1167.1,1070.7,1558.0,1260.8,23.3,55.7
2024-08-07 12:10,1092.5,1427.9,1113.2,1039.4,1544.5,1251.8,23.2,54.4
2024-08-07 12:20,1097.1,1426.2,1088.7,1043.2,1557.9,1243.0,23.5,54.8
2024-08-07 12:30,1099.9,1424.4,1083.9,1040.5,1562.8,1249.2,24.5,57.0
2024-08-07 12:40,1104.2,1431.3,1090.3,1042.7,1539.1,1227.7,23.2,55.1
2024-08-07 12:50,1106.3,1430.7,1093.5,1049.0,1554.3,1240.8,22.6,56.2
2024-08-07 13:00,1093.4,1425.8,1120.5,1074.7,1570.8,1251.4,21.8,54.6
2024-08-07 13:10,1092.4,1449.5,1187.8,1102.8,1589.1,1283.3,21.2,55.0
2024-08-07 13:20,1087.4,1446.8,1194.1,1107.0,1590.9,1283.8,19.0,53.9
2024-08-07 13:20,1087.4,1446.8,1194.1,1107.0,1590.9,1283.8,19.0,53.9
2024-08-07 13:40,1089.4,1458.1,1208.0,1117.7,1601.3,1285.2,20.3,57.9
2024-08-07 13:50,1078.9,1445.4,1230.2,1122.0,1590.1,1292.2,19.0,58.8
2024-08-07 14:00,1076.5,1440.1,1227.0,1121.6,1601.4,1305.9,20.4,57.8
2024-08-07 14:10,1074.9,1455.2,1233.7,1117.5,1600.9,1299.7,17.7,55.0
2024-08-07 14:20,1069.3,1440.9,1222.6,1112.4,1584.9,1287.3,16.6,52.9
2024-08-07 14:20,1069.3,1440.9,1222.6,1112.4,1584.9,1287.3,16.6,52.9
2024-08-07 14:40,1071.0,1441.8,1243.1,1110.4,1546.8,1265.3,16.5,59.8
2024-08-07 14:50,1070.4,1443.3,1249.7,1110.1,1584.3,1307.9,14.3,57.4
2024-08-07 15:00,1069.4,1440.2,1245.0,1110.9,1568.6,1288.2,13.0,56.7
2024-08-07 15:10,1072.9,1440.7,1259.5,1091.0,1513.1,1271.5,12.4,54.6
2024-08-07 15:20,1078.5,1438.8,1265.8,1099.8,1516.0,1279.6,13.4,55.5
2024-08-07 15:30,1079.7,1443.8,1255.2,1084.4,1505.3,1269.8,13.5,55.6
2024-08-07 15:40,1082.4,1435.3,1255.8,1083.1,1486.9,1263.7,12.7,55.7
2024-08-07 15:50,1083.7,1423.5,1253.3,1083.0,1474.7,1263.3,11.4,53.4
2024-08-07 16:00,1083.0,1414.0,1253.8,1074.2,1461.3,1267.1,11.9,54.8
