datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-07-15 00:00,963.6,1045.1,958.7,883.1,1120.3,1069.1,4.4,49.7
2024-07-15 00:10,961.6,1042.9,954.6,898.7,1111.7,1042.1,4.3,48.5
2024-07-15 00:20,950.4,1033.4,956.6,887.7,1103.0,1045.3,4.2,47.7
2024-07-15 00:30,930.7,1021.5,959.4,868.4,1085.8,1042.7,4.3,47.7
2024-07-15 00:40,940.5,1023.5,967.1,887.7,1083.1,1036.8,4.2,46.9
2024-07-15 00:50,925.8,1003.7,953.7,876.8,1065.0,1021.1,4.1,46.9
2024-07-15 01:00,934.3,1003.0,946.0,866.1,1066.4,1035.2,4.3,46.7
2024-07-15 01:10,929.2,986.9,916.8,871.1,1064.4,1011.4,4.3,45.4
2024-07-15 01:20,926.3,983.9,900.9,844.5,1046.4,1003.9,4.4,45.8
2024-07-15 01:30,933.8,965.1,895.0,864.3,1051.4,1009.6,4.6,45.7
2024-07-15 01:40,933.4,943.5,868.1,855.4,1052.2,1014.3,4.5,45.0
2024-07-15 01:50,930.8,960.0,868.7,853.1,1054.0,999.9,4.9,45.5
2024-07-15 02:00,918.6,945.1,862.6,835.8,1040.2,1000.2,4.7,45.0
2024-07-15 02:10,925.4,947.5,855.8,838.3,1012.9,968.0,4.6,44.9
2024-07-15 02:20,918.4,922.0,830.0,825.5,1011.2,972.1,5.0,45.0
2024-07-15 02:30,923.5,931.8,828.5,823.6,1012.6,969.5,4.8,44.5
2024-07-15 02:40,929.0,912.2,809.4,830.8,1014.0,970.3,4.7,43.8
2024-07-15 02:50,930.8,913.0,808.2,828.1,1027.4,985.7,4.9,44.4
2024-07-15 03:00,922.4,907.7,797.4,820.4,1008.7,961.8,5.1,43.6
2024-07-15 03:10,925.6,898.8,789.2,816.3,1007.9,969.0,5.0,43.7
2024-07-15 03:20,929.6,900.8,780.9,823.2,1007.9,956.0,5.0,43.4
2024-07-15 03:30,928.4,891.3,775.5,819.9,1007.9,962.7,4.7,42.6
2024-07-15 03:40,927.8,899.1,769.8,814.4,1007.2,953.2,5.0,43.2
2024-07-15 03:50,927.4,903.1,758.7,809.3,1008.9,944.7,5.2,43.1
2024-07-15 04:00,927.2,893.1,754.8,809.3,1009.8,952.0,5.0,42.6
2024-07-15 04:10,923.8,877.7,747.5,811.7,1004.8,949.8,4.9,41.9
2024-07-15 04:20,930.9,890.3,744.6,815.5,1015.7,948.3,4.9,41.9
