00,45.6,1031.4,851.2,1097.2
00:10,43.7,1057.6,862.9,1079.5
00:20,42.6,1048.6,845.9,1075.8
00:30,42.5,1045.1,839.1,1061.2
00:40,42.5,1031.9,840.7,1054.8
00:50,42.6,1033.9,839.1,1041.0
01,42.9,1011.2,834.8,1037.5
01:10,41.6,1030.5,830.6,1031.1
01:20,40.7,1012.8,823.2,1020.7
01:30,40.2,1007.8,813.1,1009.5
01:40,40.9,999.5,822.6,990.1
01:50,41.0,988.9,820.9,993.4
02,40.7,992.2,814.7,980.5
02:10,40.0,988.8,813.0,972.7
02:20,39.2,998.7,798.1,969.4
02:30,39.1,986.5,804.2,963.5
02:40,39.7,977.3,797.5,950.5
02:50,39.6,976.5,795.4,943.7
03,41.9,972.4,795.3,944.3
03:10,41.4,970.8,778.8,940.8
03:20,40.6,967.2,779.4,931.5
03:30,40.8,970.8,781.7,917.5
03:40,40.8,967.6,782.9,923.4
03:50,40.9,954.8,787.4,918.7
04,41.1,959.7,772.7,928.4
04:10,40.2,949.4,781.7,914.1
04:20,40.0,944.8,774.7,918.5
04:30,37.3,958.0,780.8,913.7
04:40,37.9,941.5,784.4,908.6
04:50,37.5,931.0,790.0,904.4
05,37.8,934.7,773.8,902.6
05:10,37.0,927.7,770.7,920.1
05:20,36.2,934.7,780.3,908.2
05:30,35.6,926.8,771.9,917.5
05:40,36.5,922.0,762.9,917.5
05:50,35.8,923.4,777.8,913.1
06,36.3,917.4,767.1,930.8
06:10,36.7,931.1,776.6,951.6
06:20,36.3,911.9,764.9,957.0
06:30,36.1,931.3,771.5,959.3
06:40,37.2,928.7,771.5,975.3
06:50,37.7,944.7,767.3,974.7
07,37.8,945.4,770.3,1001.4
07:10,37.3,949.9,781.6,1016.5
07:20,38.7,953.4,790.2,1047.7
07:30,38.5,947.2,792.9,1070.4
07:40,38.2,993.7,830.7,1083.3
07:50,39.1,1001.9,835.7,1115.8
08,41.9,1034.6,878.0,1154.1
08:10,43.4,1081.6,924.4,1213.0
08:20,42.0,1099.7,942.2,1234.6
08:30,43.6,1137.3,953.3,1253.3
