00:00,93.7,697.0,64.0,237.2,1117.6,451.1,32.1,5.7,65.6,74.1,0.0,2.6,71.4,-1.5
00:10,93.7,701.8,68.9,234.3,1110.2,425.9,32.0,5.7,63.1,74.2,0.0,2.1,70.7,-0.7
00:20,93.5,685.6,58.1,231.6,1128.6,414.3,31.3,5.7,66.5,74.9,0.0,1.9,89.7,-1.4
00:30,93.7,680.4,67.2,229.3,1131.3,404.1,31.2,5.6,65.3,73.5,0.0,2.0,75.4,0.0
00:40,93.7,674.9,66.0,229.0,1126.7,385.3,31.3,5.6,64.6,69.7,0.0,2.1,73.3,-0.3
00:50,93.8,669.8,56.7,229.2,1147.8,366.0,31.3,5.5,63.8,67.7,0.0,2.1,72.1,-1.5
01:00,93.9,665.9,66.2,229.0,1140.5,362.7,31.3,5.4,65.7,68.7,0.0,1.9,72.5,-0.4
01:10,93.7,665.9,68.1,228.5,1142.2,326.9,31.5,5.4,66.8,68.9,0.0,2.0,89.2,0.0
01:20,93.8,668.5,69.8,228.7,1150.6,324.1,31.3,5.5,62.4,65.7,0.0,2.1,83.3,0.0
01:30,93.6,668.0,65.8,228.7,1131.6,319.1,31.3,5.5,63.3,63.2,0.0,2.1,75.2,0.0
01:40,93.8,667.7,62.2,228.8,1134.6,315.1,31.4,5.5,62.8,59.6,0.0,2.1,69.6,-1.8
01:50,93.7,668.2,62.8,228.6,1116.2,314.5,31.4,5.4,62.9,59.9,0.0,2.1,72.8,-0.8
02:00,93.7,667.0,67.2,228.4,1107.7,315.1,31.2,5.4,60.6,57.7,0.0,2.1,71.0,-1.2
02:10,93.7,668.7,61.9,228.7,1087.2,314.9,31.2,5.3,60.7,55.1,0.0,2.0,72.3,-0.8
02:20,93.6,667.6,65.6,228.9,1087.8,316.1,31.3,5.3,63.7,52.3,0.0,1.8,67.1,-0.3
02:30,93.6,668.5,66.3,229.0,1084.6,315.3,31.3,5.3,63.9,49.5,0.0,1.9,45.9,0.0
02:40,93.5,668.1,65.1,228.6,1092.0,315.0,31.2,5.2,62.2,44.9,0.0,1.9,43.2,-0.7
02:50,93.6,667.5,67.6,228.8,1097.0,316.2,31.2,5.2,63.0,42.1,0.0,1.9,32.4,-1.0
03:00,93.7,669.0,68.5,228.8,1093.8,315.0,31.4,5.1,62.8,43.4,0.0,1.8,30.3,-24.3
