datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-07 23:50,970.6,1089.4,1061.8,921.2,1088.7,1069.4,8.7,49.9
2024-08-08 00:10,977.5,1093.8,1042.8,905.5,1064.1,1045.4,8.8,48.5
2024-08-08 00:20,979.7,1075.7,1029.1,905.4,1053.3,1041.3,8.8,48.5
2024-08-08 00:30,967.2,1070.5,1025.3,902.1,1051.3,1031.8,8.7,48.0
2024-08-08 00:40,952.5,1053.1,1004.4,889.4,1063.8,1042.1,8.6,44.8
2024-08-08 00:40,952.5,1053.1,1004.4,889.4,1063.8,1042.1,8.6,44.8
2024-08-08 01:00,955.8,1044.7,981.2,884.1,1047.8,1023.0,8.5,41.4
2024-08-08 01:10,921.0,1022.0,990.1,879.1,1042.9,1018.0,8.5,43.4
2024-08-08 01:20,916.3,1026.6,980.0,866.3,1049.2,1017.8,8.6,43.5
2024-08-08 01:30,915.0,1018.1,974.0,869.0,1043.9,1011.1,8.5,43.1
2024-08-08 01:40,915.1,1003.7,939.1,867.9,1053.2,1001.6,8.3,42.4
2024-08-08 01:50,912.7,998.9,932.1,869.9,1045.2,987.3,8.4,42.3
2024-08-08 02:00,914.8,994.5,932.4,858.3,1031.6,992.4,8.4,42.0
2024-08-08 02:00,914.8,994.5,932.4,858.3,1031.6,992.4,8.4,42.0
2024-08-08 02:20,914.6,979.4,909.6,858.1,1035.4,988.7,8.3,41.7
2024-08-08 02:30,913.0,976.2,901.5,837.8,1025.7,992.9,8.4,41.6
2024-08-08 02:40,914.5,954.9,881.0,854.6,1028.1,980.7,8.2,41.7
2024-08-08 02:50,908.0,971.1,875.3,842.1,1031.9,969.0,8.4,41.4
2024-08-08 03:00,915.0,953.9,851.8,848.4,1049.2,979.8,6.9,40.7
2024-08-08 03:10,912.1,946.0,846.6,835.7,1038.2,980.8,6.5,40.8
2024-08-08 03:20,907.7,941.4,836.7,838.3,1029.0,958.8,6.6,41.5
2024-08-08 03:30,912.0,939.2,812.6,817.2,1024.1,958.2,6.4,40.6
2024-08-08 03:40,916.1,936.8,809.6,824.5,1032.4,963.1,6.4,40.1
2024-08-08 03:50,916.4,941.0,806.1,822.6,1023.5,948.8,6.2,39.8
2024-08-08 04:00,915.5,931.3,806.8,832.3,1025.1,950.3,6.3,39.8
2024-08-08 04:10,913.6,907.5,804.1,825.3,1012.2,963.0,6.3,40.4
2024-08-08 04:20,910.3,923.2,800.9,825.0,1029.0,958.4,6.1,39.7
