datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-08-31 00:00,982.4,1069.9,1040.7,925.0,1102.4,1095.4,10.5,45.8
2024-08-31 00:10,976.6,1076.3,1076.9,933.1,1086.7,1091.9,6.4,45.2
2024-08-31 00:20,973.5,1090.4,1081.0,921.1,1073.8,1078.5,6.2,44.6
2024-08-31 00:30,972.0,1078.4,1081.9,915.5,1059.4,1080.9,6.4,44.9
2024-08-31 00:40,971.9,1060.7,1053.2,908.3,1054.9,1072.3,6.1,44.9
2024-08-31 00:50,970.3,1053.3,1025.4,900.8,1053.3,1056.5,5.8,44.2
2024-08-31 01:00,969.4,1035.9,1019.1,905.0,1050.9,1060.2,5.8,44.1
2024-08-31 01:10,936.0,1014.1,1006.9,895.9,1055.6,1051.1,5.3,42.7
2024-08-31 01:20,929.5,1026.8,1000.2,881.5,1047.9,1031.0,5.2,43.4
2024-08-31 01:30,928.7,1016.8,987.5,867.1,1049.5,1044.5,5.2,42.5
2024-08-31 01:40,927.9,1011.3,978.1,873.1,1047.2,1032.2,5.1,41.8
2024-08-31 01:50,930.0,990.8,952.5,865.6,1047.2,1036.9,5.1,41.5
2024-08-31 02:00,929.4,983.6,925.4,868.0,1046.0,1013.2,5.0,41.1
2024-08-31 02:10,932.4,988.3,927.2,859.9,1049.0,1023.8,4.8,41.4
2024-08-31 02:20,932.0,980.6,913.7,859.0,1042.6,1012.7,4.8,40.7
2024-08-31 02:30,932.5,960.5,886.5,849.8,1042.1,1014.7,4.9,41.0
2024-08-31 02:40,930.9,957.9,871.3,852.5,1046.7,1002.3,5.1,41.3
2024-08-31 02:50,930.0,946.6,844.0,833.2,1039.9,998.1,5.4,41.4
2024-08-31 03:00,932.5,940.6,843.3,839.3,1055.0,1015.7,5.4,40.6
2024-08-31 03:10,930.3,941.9,837.0,839.8,1039.1,989.5,5.2,40.3
2024-08-31 03:20,929.5,938.8,837.9,840.8,1036.2,989.2,5.0,39.9
2024-08-31 03:30,928.7,934.5,836.7,832.9,1027.7,990.8,5.1,40.0
2024-08-31 03:40,927.3,924.3,832.6,818.1,1004.1,986.8,5.2,39.9
2024-08-31 03:50,926.3,925.1,825.6,831.5,1023.1,983.6,5.2,40.0
2024-08-31 04:00,924.5,924.9,812.7,825.7,1012.8,964.8,5.3,40.0
2024-08-31 04:10,929.6,917.7,800.0,810.9,990.4,957.1,5.4,39.7
2024-08-31 04:20,928.9,916.8,794.7,817.6,1017.9,972.9,5.5,39.7
2024-08-31 04:30,930.4,906.0,782.8,815.4,1013.0,970.5,5.4,39.8
2024-08-31 04:40,928.1,894.6,781.8,813.8,1002.5,970.6,5.3,38.8
2024-08-31 04:50,926.6,893.4,777.4,828.0,1015.6,964.0,5.7,39.8
2024-08-31 05:00,926.1,894.9,771.6,822.4,1016.4,962.4,5.7,40.1
2024-08-31 05:10,925.1,908.2,768.4,817.3,1020.8,954.8,6.0,40.0
2024-08-31 05:20,925.6,890.9,763.5,820.8,1011.2,954.3,5.8,40.0
2024-08-31 05:30,926.7,908.0,763.1,812.7,1013.8,949.2,5.6,39.3
2024-08-31 05:40,924.8,893.3,763.2,804.1,992.5,950.2,5.8,38.6
2024-08-31 05:50,925.3,894.0,765.3,805.0,987.8,946.0,5.7,39.2
2024-08-31 06:00,920.6,893.8,758.6,805.6,981.1,927.8,6.1,39.1
2024-08-31 06:10,929.2,900.1,737.0,805.4,1008.2,935.9,6.2,39.2
2024-08-31 06:20,930.5,908.6,731.8,806.5,1010.5,925.7,6.2,38.3
2024-08-31 06:30,939.0,903.8,707.1,809.0,1020.0,921.7,6.7,38.5
2024-08-31 06:40,941.3,915.1,707.6,803.9,1023.4,922.4,6.8,37.7
2024-08-31 06:50,944.6,913.5,685.0,798.2,1048.5,935.5,7.5,38.4
2024-08-31 07:00,945.8,910.2,656.3,800.5,1064.6,925.6,8.7,39.1
2024-08-31 07:10,948.8,926.7,645.6,809.7,1093.6,921.7,8.7,38.7
2024-08-31 07:20,955.1,954.3,649.9,794.6,1115.7,942.9,10.3,39.2
2024-08-31 07:30,957.6,939.0,637.6,794.0,1126.2,959.9,11.1,39.6
2024-08-31 07:40,962.8,954.8,620.4,796.5,1153.5,957.1,11.8,40.2
2024-08-31 07:50,966.6,953.6,603.4,801.5,1194.8,982.5,11.6,38.8
2024-08-31 08:00,972.7,978.2,613.0,805.0,1230.7,1005.1,12.5,40.7
2024-08-31 08:10,983.2,1019.0,623.6,827.1,1254.3,987.3,14.4,42.1
2024-08-31 08:20,993.4,1030.8,622.3,829.9,1284.0,1011.9,13.8,40.9
2024-08-31 08:30,1011.4,1054.4,629.2,841.2,1305.8,1022.7,14.6,42.7
2024-08-31 08:40,1027.1,1049.7,634.1,856.1,1301.1,1029.4,15.1,42.1
2024-08-31 08:50,1058.8,1072.1,638.7,847.1,1287.7,1037.0,16.7,45.7
2024-08-31 09:00,1076.7,1094.7,646.0,866.7,1302.3,1035.5,17.3,45.6
2024-08-31 09:10,1078.4,1091.7,646.5,870.3,1309.9,1045.3,16.9,44.5
2024-08-31 09:20,1068.3,1119.3,656.9,865.8,1340.1,1053.3,18.2,44.9
2024-08-31 09:30,1069.7,1118.7,660.9,882.3,1363.8,1065.5,18.5,46.5
2024-08-31 09:40,1068.6,1134.3,678.8,887.5,1366.6,1065.9,19.0,45.4
2024-08-31 09:50,1069.4,1150.2,682.4,892.4,1387.3,1069.9,18.5,45.1
2024-08-31 10:00,1077.9,1154.4,692.3,896.8,1409.7,1100.4,20.0,48.4
2024-08-31 10:10,1082.3,1185.9,699.7,888.9,1431.4,1111.9,20.2,46.9
2024-08-31 10:20,1091.1,1198.4,703.7,899.6,1457.6,1128.3,20.6,46.6
2024-08-31 10:30,1093.4,1193.3,724.9,908.0,1451.1,1140.3,19.9,47.7
2024-08-31 10:40,1093.7,1210.6,750.1,916.9,1435.0,1124.0,21.0,48.2
2024-08-31 10:50,1098.1,1215.4,759.6,915.9,1453.9,1152.6,21.7,49.4
2024-08-31 11:00,1099.7,1242.9,788.6,915.6,1448.5,1152.0,21.8,48.0
2024-08-31 11:10,1106.0,1250.6,804.1,921.7,1428.1,1137.6,21.6,49.9
2024-08-31 11:20,1107.1,1264.5,810.1,919.1,1445.8,1152.5,21.9,48.9
2024-08-31 11:30,1113.5,1276.9,823.3,933.1,1452.6,1151.3,21.2,49.4
2024-08-31 11:40,1116.8,1288.2,835.4,930.9,1449.7,1154.4,21.3,49.7
2024-08-31 11:50,1119.9,1281.8,835.2,924.2,1424.8,1145.0,21.3,50.2
2024-08-31 12:00,1116.8,1294.4,838.1,934.5,1453.4,1149.5,17.8,47.8
2024-08-31 12:10,1121.3,1297.5,821.6,925.6,1447.8,1138.9,17.3,46.0
2024-08-31 12:20,1128.1,1288.6,828.1,933.5,1448.2,1152.3,19.9,49.8
2024-08-31 12:30,1137.4,1298.6,836.7,938.8,1451.3,1158.5,21.2,50.6
2024-08-31 12:40,1133.7,1297.7,837.8,933.7,1441.5,1152.1,21.7,51.0
2024-08-31 12:50,1136.2,1300.7,843.4,938.7,1459.3,1171.1,21.8,50.2
2024-08-31 13:00,1132.7,1309.4,842.1,944.7,1491.2,1182.6,20.8,50.2
