datetime,gen_north,load_north,gen_central,load_central,gen_south,load_south,gen_east,load_east
2024-07-28 00:00,874.4,990.9,884.0,805.2,1013.6,950.6,11.9,37.2
2024-07-28 00:10,905.8,991.3,891.0,830.4,1012.6,963.2,11.9,36.4
2024-07-28 00:20,883.5,976.3,883.2,816.5,1016.2,965.9,11.9,36.2
2024-07-28 00:30,890.6,975.5,874.8,819.7,1012.5,958.8,12.1,36.1
2024-07-28 00:40,876.3,946.4,864.2,812.6,989.8,947.3,12.2,36.1
2024-07-28 00:50,890.0,954.3,862.9,811.6,991.9,955.4,12.0,35.6
2024-07-28 01:00,879.9,943.4,853.3,801.9,965.9,930.8,12.0,35.2
2024-07-28 01:10,854.5,940.3,860.5,800.0,982.7,934.5,12.1,35.1
2024-07-28 01:20,846.3,926.1,857.0,805.4,988.3,937.9,12.1,34.3
2024-07-28 01:30,838.7,909.7,859.8,798.1,970.3,938.7,12.1,34.5
2024-07-28 01:40,840.4,912.6,863.6,800.5,962.6,931.5,12.0,33.9
2024-07-28 01:50,827.7,903.8,853.4,779.3,942.9,918.4,11.9,34.4
2024-07-28 02:00,827.7,897.9,844.3,776.2,933.0,908.5,11.9,34.3
2024-07-28 02:10,825.8,886.1,847.3,786.8,939.1,917.5,12.0,33.9
2024-07-28 02:20,820.6,886.0,837.4,778.0,930.6,902.7,12.1,34.1
2024-07-28 02:30,815.1,874.1,840.8,783.2,931.2,908.2,12.0,33.6
2024-07-28 02:40,816.4,874.5,840.6,777.8,923.2,906.5,11.9,33.3
2024-07-28 02:50,808.8,863.6,831.7,774.8,926.2,906.9,12.0,33.3
2024-07-28 03:00,838.6,864.4,809.7,779.8,921.5,904.4,12.0,33.2
2024-07-28 03:10,835.6,864.8,796.5,765.6,924.5,905.5,12.1,32.8
2024-07-28 03:20,821.6,855.1,793.4,768.7,929.7,900.2,12.3,32.9
2024-07-28 03:30,813.9,843.8,795.1,775.8,918.6,887.0,12.2,33.1
2024-07-28 03:40,810.3,849.1,781.9,764.3,921.5,879.6,11.7,32.5
2024-07-28 03:50,785.8,843.7,778.5,764.4,926.7,862.2,12.0,32.7
2024-07-28 04:00,789.4,844.9,782.8,761.5,932.3,877.7,12.2,32.5
2024-07-28 04:10,768.8,837.2,780.8,748.7,931.1,874.2,12.1,32.8
2024-07-28 04:20,785.5,836.0,772.5,763.5,923.8,861.9,12.2,32.5
2024-07-28 04:30,804.6,838.7,762.9,751.8,932.2,888.4,12.2,33.0
2024-07-28 04:40,809.3,835.8,733.5,743.7,934.7,877.5,12.2,32.7
2024-07-28 04:50,788.7,836.6,731.5,728.6,934.8,869.3,12.3,32.8
2024-07-28 05:00,810.8,837.9,722.2,731.3,938.4,881.8,12.5,33.0
2024-07-28 05:10,816.3,853.5,720.7,727.8,933.4,868.8,12.6,32.9
2024-07-28 05:20,797.8,846.3,719.2,720.6,928.9,858.0,12.5,33.5
2024-07-28 05:30,815.2,833.0,696.1,723.2,927.7,862.5,12.5,32.8
2024-07-28 05:40,795.9,836.5,697.2,716.7,932.1,852.3,12.5,32.2
2024-07-28 05:50,789.6,840.3,698.4,718.6,932.0,841.5,12.8,32.4
2024-07-28 06:00,801.8,840.5,674.5,716.9,936.8,837.0,13.1,31.8
2024-07-28 06:10,799.7,851.9,680.4,720.2,951.1,840.0,13.2,32.3
2024-07-28 06:20,789.3,842.6,686.5,719.1,959.6,854.9,13.5,32.2
2024-07-28 06:30,773.7,844.3,692.5,722.2,958.5,839.4,14.3,33.0
2024-07-28 06:40,784.3,851.3,699.6,727.6,966.8,853.7,14.7,32.8
2024-07-28 06:50,810.3,865.2,678.1,730.8,988.5,862.3,14.9,33.5
2024-07-28 07:00,775.8,863.8,689.9,724.9,990.0,848.8,14.6,32.7
2024-07-28 07:10,782.5,871.3,702.0,719.7,994.7,870.7,15.1,32.5
2024-07-28 07:20,786.0,886.9,712.5,735.1,1009.5,869.1,15.4,32.4
2024-07-28 07:30,765.9,889.4,731.8,726.1,1024.3,889.5,17.1,34.2
2024-07-28 07:40,766.6,895.7,718.0,738.0,1037.6,871.3,17.1,34.3
2024-07-28 07:50,757.4,914.6,698.8,731.3,1072.4,865.5,17.5,34.9
2024-07-28 08:00,753.8,923.6,688.5,739.7,1111.4,871.6,17.5,36.2
2024-07-28 08:10,743.4,926.4,697.4,757.7,1144.8,884.2,19.8,37.2
2024-07-28 08:20,744.2,943.6,699.5,748.8,1171.1,907.2,20.1,35.1
