00,49.3,995.7,881.8,1113.5
00:10,48.3,1000.0,877.7,1103.1
00:20,47.8,998.4,873.4,1105.5
00:30,47.6,980.3,870.4,1083.1
00:40,46.9,979.2,862.8,1077.9
00:50,46.3,979.4,849.9,1048.6
01,47.2,970.4,842.6,1054.5
01:10,46.6,980.6,838.9,1027.3
01:20,46.9,976.4,830.3,1017.5
01:30,46.2,959.2,833.2,1002.2
01:40,45.4,959.5,824.7,995.5
01:50,45.1,967.6,830.1,986.2
02,45.3,938.0,811.7,985.6
02:10,44.3,942.0,821.6,970.0
02:20,44.2,942.7,823.5,972.9
02:30,43.9,933.5,812.4,956.9
02:40,43.2,933.1,811.6,949.2
02:50,43.7,921.5,802.5,953.8
03,43.3,932.5,796.7,946.1
03:10,42.9,941.6,803.4,935.3
03:20,43.1,945.2,788.6,936.2
03:30,43.0,925.6,797.6,922.9
03:40,42.4,925.6,803.1,922.1
03:50,43.1,925.7,791.8,918.9
04,42.0,920.6,792.5,915.1
04:10,42.6,917.4,782.6,917.9
04:20,42.4,926.7,781.2,907.7
04:30,42.5,923.6,776.7,898.8
04:40,41.9,909.4,777.4,907.7
04:50,41.5,912.3,789.0,905.3
05,42.0,918.3,777.8,905.8
05:10,42.3,896.9,774.6,909.2
05:20,42.1,909.6,762.3,904.2
05:30,40.5,916.2,776.7,892.9
05:40,41.3,889.1,774.1,895.8
05:50,40.5,888.6,782.9,904.3
06,41.0,887.6,778.3,913.8
06:10,40.7,909.4,767.1,926.6
06:20,41.0,907.2,791.5,927.9
06:30,40.6,910.2,781.0,934.2
06:40,40.9,921.8,777.7,943.9
06:50,41.2,927.9,796.2,953.3
07,41.4,936.5,801.7,979.6
07:10,43.0,955.0,808.4,1008.3
07:20,42.1,984.2,826.7,1019.7
07:30,42.5,983.3,841.2,1049.7
07:40,43.0,999.0,860.0,1085.4
07:50,44.1,1020.0,873.8,1112.0
08,45.9,1056.1,927.3,1168.7
08:10,46.5,1088.1,963.9,1242.9
08:20,47.9,1113.0,996.9,1264.0
08:30,49.3,1155.1,1010.9,1288.4
08:40,49.9,1155.7,1020.5,1318.3
08:50,51.5,1169.7,1017.8,1336.2
09,50.9,1175.3,1040.3,1347.3
09:10,51.0,1177.2,1042.7,1374.4
09:20,51.0,1189.6,1042.6,1382.8
09:30,51.7,1200.6,1049.7,1389.7
09:40,52.6,1222.2,1058.4,1396.2
09:50,52.7,1222.5,1067.3,1406.0
10,52.0,1232.3,1063.7,1425.4
10:10,52.1,1246.1,1071.0,1421.9
10:20,54.6,1254.3,1073.5,1436.1
10:30,54.8,1273.5,1072.5,1452.5
10:40,55.5,1276.2,1077.5,1461.6
10:50,56.1,1303.4,1088.1,1476.3
11,55.5,1284.9,1092.1,1492.4
11:10,57.1,1290.5,1095.7,1499.9
11:20,57.0,1293.0,1100.0,1501.5
11:30,58.5,1295.9,1100.0,1521.8
11:40,57.5,1292.7,1106.1,1523.9
11:50,57.4,1314.5,1090.1,1522.8
12,57.9,1313.1,1079.4,1508.0
12:10,57.9,1274.2,1051.8,1512.0
12:20,58.4,1269.9,1054.7,1506.0
12:30,58.9,1280.9,1050.6,1512.3
12:40,60.1,1286.6,1053.8,1521.3
12:50,57.6,1283.8,1058.6,1518.6
13,58.4,1309.8,1069.1,1520.5
13:10,60.6,1337.6,1105.7,1547.6
13:20,59.1,1339.0,1113.4,1549.1
13:30,59.7,1338.7,1124.8,1565.6
13:40,60.3,1341.9,1129.6,1565.5
13:50,60.3,1343.9,1134.8,1565.3
14,58.8,1349.9,1141.5,1559.9
14:10,60.1,1350.7,1132.8,1552.7
14:20,60.6,1332.3,1134.3,1560.0
14:30,60.8,1353.8,1134.2,1550.4
14:40,60.0,1337.0,1138.4,1544.9
14:50,58.7,1339.3,1147.9,1543.8
15,59.0,1334.4,1138.0,1538.1
15:10,59.1,1345.5,1141.0,1536.8
15:20,61.5,1343.2,1136.5,1528.0
15:30,60.6,1332.7,1132.4,1532.0
15:40,59.4,1321.9,1130.6,1524.3
15:50,59.1,1326.2,1128.6,1522.7
16,59.7,1309.9,1111.6,1524.7
16:10,58.8,1293.8,1116.2,1514.2
16:20,57.2,1290.2,1106.5,1506.7
16:30,57.0,1278.4,1100.3,1505.7
16:40,57.1,1278.1,1096.9,1494.5
16:50,57.1,1269.9,1092.2,1493.4
17,55.6,1272.5,1072.1,1476.2
17:10,55.8,1250.7,1047.5,1460.3
17:20,53.6,1240.2,1042.9,1444.7
17:30,54.0,1239.6,1045.1,1437.8
17:40,54.2,1214.9,1039.6,1438.7
17:50,53.5,1220.4,1039.3,1433.5
18,54.8,1209.0,1038.6,1426.3
18:10,53.8,1206.8,1042.4,1423.4
18:20,54.4,1198.4,1038.8,1421.7
18:30,54.4,1190.6,1040.6,1423.3
18:40,55.7,1202.8,1047.3,1428.3
18:50,55.3,1198.0,1044.2,1435.6
19,56.3,1202.7,1043.7,1436.7
19:10,57.7,1205.7,1047.9,1425.3
19:20,57.9,1203.5,1049.6,1419.4
19:30,57.5,1205.2,1046.4,1421.8
19:40,56.8,1204.2,1044.7,1413.1
19:50,56.5,1199.1,1043.9,1412.2
20,56.2,1199.3,1039.7,1401.9
